2026-03-20 09:41:12,632 | INFO | __main__ | Логгер запущен
2026-03-20 11:05:29,474 | INFO | src.ingestion.loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-20 11:05:29,482 | INFO | src.ingestion.loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-20 11:05:29,482 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0356 секунд
2026-03-20 11:05:29,484 | INFO | src.pipeline_loader | questions=200, answers=200
2026-03-20 11:05:29,484 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-20 11:05:29,496 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-20 11:05:29,510 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-20 11:05:29,513 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-20 11:05:29,541 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-20 11:05:29,541 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-20 11:05:29,633 | INFO | src.pipeline_loader | Всего чанков: 76
2026-03-20 11:05:29,635 | INFO | src.pipeline_loader | Шаг 4: Генерация эмбеддингов
2026-03-20 11:05:30,130 | INFO | src.pipeline_loader | Pipeline завершён
2026-03-20 11:05:30,132 | INFO | src.core.config | Время выполнения функции 'run': 0.6872 секунд
2026-03-20 11:05:30,210 | INFO | src.indexing.vector_store | Получено строк: 76
2026-03-20 11:05:30,211 | INFO | src.indexing.vector_store | Все необходимые колонки присутствуют
2026-03-20 11:05:30,214 | INFO | src.indexing.vector_store | Сформировано 76 строк для вставки
2026-03-20 11:05:30,215 | INFO | src.indexing.vector_store | Пример строки: ('q80_a124_c0',).
2026-03-20 11:05:30,216 | ERROR | src.indexing.vector_store | Ошибка при вставке чанков в базу данных: 'VectorStore' object has no attribute 'convert_int64_to_int'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\indexing\vector_store.py", line 202, in insert_rows
    rows = [self.convert_int64_to_int(row) for row in rows]
            ^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'VectorStore' object has no attribute 'convert_int64_to_int'
2026-03-20 11:07:07,201 | INFO | __main__ | Логгер запущен
2026-03-20 11:07:08,271 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-03-20 11:07:13,069 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-20 11:07:13,078 | INFO | src.ingestion.loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-20 11:07:13,087 | INFO | src.ingestion.loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-20 11:07:13,093 | INFO | src.ingestion.loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-20 11:07:13,095 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0253 секунд
2026-03-20 11:07:13,096 | INFO | src.pipeline_loader | questions=200, answers=200
2026-03-20 11:07:13,096 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-20 11:07:13,100 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-20 11:07:13,110 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-20 11:07:13,113 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-20 11:07:13,137 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-20 11:07:13,138 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-20 11:07:13,221 | INFO | src.pipeline_loader | Всего чанков: 76
2026-03-20 11:07:13,222 | INFO | src.pipeline_loader | Шаг 4: Генерация эмбеддингов
2026-03-20 11:07:13,528 | INFO | src.pipeline_loader | Pipeline завершён
2026-03-20 11:07:13,528 | INFO | src.core.config | Время выполнения функции 'run': 0.4596 секунд
2026-03-20 11:07:13,572 | INFO | src.indexing.vector_store | Получено строк: 76
2026-03-20 11:07:13,573 | INFO | src.indexing.vector_store | Все необходимые колонки присутствуют
2026-03-20 11:07:13,576 | INFO | src.indexing.vector_store | Сформировано 76 строк для вставки
2026-03-20 11:07:13,577 | INFO | src.indexing.vector_store | Пример строки: ('q80_a124_c0',).
2026-03-20 11:07:13,696 | INFO | src.indexing.vector_store | Успешно вставлено 76 чанков из 76.
2026-03-20 11:07:41,605 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-20 11:07:41,614 | INFO | src.ingestion.loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-20 11:07:41,620 | INFO | src.ingestion.loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-20 11:07:41,628 | INFO | src.ingestion.loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-20 11:07:41,629 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0229 секунд
2026-03-20 11:07:41,630 | INFO | src.pipeline_loader | questions=200, answers=200
2026-03-20 11:07:41,631 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-20 11:07:41,633 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-20 11:07:41,644 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-20 11:07:41,645 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-20 11:07:41,672 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-20 11:07:41,673 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-20 11:07:41,734 | INFO | src.pipeline_loader | Всего чанков: 76
2026-03-20 11:07:41,735 | INFO | src.pipeline_loader | Шаг 4: Генерация эмбеддингов
2026-03-20 11:07:42,056 | INFO | src.pipeline_loader | Pipeline завершён
2026-03-20 11:07:42,057 | INFO | src.core.config | Время выполнения функции 'run': 0.4521 секунд
2026-03-20 11:07:42,112 | INFO | src.indexing.vector_store | Получено строк: 76
2026-03-20 11:07:42,113 | INFO | src.indexing.vector_store | Все необходимые колонки присутствуют
2026-03-20 11:07:42,116 | INFO | src.indexing.vector_store | Сформировано 76 строк для вставки
2026-03-20 11:07:42,116 | INFO | src.indexing.vector_store | Пример строки: ('q80_a124_c0',).
2026-03-20 11:07:42,214 | INFO | src.indexing.vector_store | Успешно вставлено 76 чанков из 76.
2026-03-20 11:23:16,467 | INFO | src.pipeline_retrieval | Шаг 1: Загрузка данных
2026-03-20 11:23:16,476 | INFO | src.ingestion.loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-20 11:23:16,486 | INFO | src.ingestion.loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-20 11:23:16,493 | INFO | src.ingestion.loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-20 11:23:16,494 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0271 секунд
2026-03-20 11:23:16,495 | INFO | src.pipeline_retrieval | questions=200, answers=200
2026-03-20 11:23:16,497 | INFO | src.pipeline_retrieval | Шаг 2: Предобработка
2026-03-20 11:23:16,498 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-20 11:23:16,510 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-20 11:23:16,514 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-20 11:23:16,538 | INFO | src.pipeline_retrieval | После preprocess: 63 строк
2026-03-20 11:23:16,539 | INFO | src.pipeline_retrieval | Шаг 3: Чанкинг
2026-03-20 11:23:16,594 | INFO | src.pipeline_retrieval | Всего чанков: 76
2026-03-20 11:23:16,595 | INFO | src.pipeline_retrieval | Шаг 4: Генерация эмбеддингов
2026-03-20 11:23:16,890 | INFO | src.pipeline_retrieval | Pipeline завершён
2026-03-20 11:23:16,891 | INFO | src.core.config | Время выполнения функции 'run': 0.4237 секунд
2026-03-20 11:23:48,836 | INFO | __main__ | Логгер запущен
2026-03-20 11:23:49,543 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-03-20 11:25:16,878 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
2026-03-20 11:25:41,402 | INFO | src.pipeline_retrieval | Эмбеддинг запроса [0.052200302, -0.0054779933, 0.010196506, 0.10035656, -0.025932431, 0.015508036, 0.115679555, -0.016226958, 0.040290497, 0.0040962324, 0.0002136545, -0.054914985, -0.008533839, -0.06270678, 0.07582534, 0.008186775, 0.049118508, -0.036433574, -0.009542528, -0.040855035, -0.07908934, -0.0023371426, -0.089594655, 0.006054835, 0.01991918, -0.026279135, -0.018554373, -0.027902711, -0.031791758, -0.044277817, -0.11232121, 0.07472923, -0.024851374, 0.005123379, 0.017833106, -0.054179154, 0.030281138, -0.0011358088, 0.048802342, -0.01998295, 0.021049092, -0.09028228, 0.041171595, -0.012185948, -0.061336976, -0.054111373, -0.07877155, -0.0037499873, 0.082055375, 0.060931683, -0.08933205, 0.05136076, -0.009924822, 0.04649483, -0.07203391, 0.06327983, -0.050063513, -0.04428819, -0.02825003, -0.037864786, -0.033083882, -0.03694896, -0.0032723062, 0.0041174176, 0.020568628, -0.08486066, -0.045407303, 0.042897243, -0.057352945, -0.029424708, 0.02168174, 0.010577958, -0.053766835, 0.053327702, 0.02754279, -0.056353703, -0.046872035, -0.021281097, 0.061572663, 0.0036827757, 0.031491462, 0.09285448, -0.12471624, 0.0049650767, 0.049688444, 0.048442528, 0.014804794, -0.014512187, 0.025231486, -0.016820006, -0.075572826, -0.012720864, 0.079071894, 0.043364294, 0.02946363, -0.040195357, 0.033107333, -0.031220319, 0.0567047, 0.11505688, -0.012275799, 0.042093102, -0.084081635, -0.01812376, -0.13978226, -0.07307295, 0.02995988, -0.005345869, 0.0864963, -0.033029318, -0.0076520042, 0.008451695, 0.1041979, 0.013459887, -0.034988783, -0.013612853, -0.022854157, -0.013968391, 0.06234681, 0.038107757, -0.006844728, 0.061496753, -0.070975795, 0.032226387, -0.072883524, -0.07796357, 0.03859549, -3.027998e-33, 0.004414014, -0.09261587, 0.04651261, -0.0032146755, -0.08240355, -0.0029135991, -0.057332937, 0.006428699, -0.052104555, 0.0659837, -0.06483459, -0.10107172, 0.080948055, 0.05796638, 0.007686078, 0.02720939, -0.0056417556, 0.097632565, -0.051553182, -0.031793494, -0.033723928, 0.020004027, -0.0057539106, 0.053451043, 0.0724086, 0.06022162, -0.09274272, 0.023011116, 0.04251827, 0.018063158, -0.012238819, -0.014761584, -0.047934495, -0.021796836, 0.034989607, 0.12133636, 0.028200485, 0.013697512, 0.06244675, 0.014087332, -0.020012965, -0.071019866, 0.008003216, 0.07191484, -0.020565199, 0.022522874, 0.010335275, 0.02186106, -0.046297826, -0.048364345, 0.015686287, -0.024113193, -0.07047724, 0.020923693, -0.06520287, -0.040355757, -0.012712231, 0.022571214, 0.009808461, 0.055888977, -0.008755865, -0.019865947, -0.037408926, 0.071543165, 0.009180116, 0.0022914603, -0.011233451, -0.033411622, 0.044188283, -0.030303199, -0.06351352, -0.03782696, 0.0030290328, 0.029860424, 0.0026288002, -0.03386154, 0.0049659973, -0.07335286, 0.06326647, 0.016111517, -0.019930061, -0.036307488, -0.1312379, -0.04971376, 0.055256233, 0.040400174, 0.0043400647, -0.08355917, 0.031791303, -0.013034142, -0.0018658086, 0.050845366, 0.004646491, -0.03153751, 0.020940365, 1.4901715e-33, 0.06677104, 0.02162339, 0.07222496, -0.07759662, 0.029404975, -0.04598808, 0.06259984, -0.06402642, 0.0046644313, -0.0010250463, 0.02908688, 0.038038336, 0.13424389, -0.05500863, 0.046729818, 0.05702755, 0.036665127, -0.04647311, -0.10558254, 0.056555733, 0.05392986, -0.105905816, 0.06599374, 0.050988737, -0.02196057, 0.06230726, 0.08313598, 0.0891509, -0.02834023, -0.016349887, -0.0435149, -0.007964074, -0.048398614, 0.043936085, -0.024679288, 0.008403876, 0.0973266, 0.043501895, -0.027313018, 0.024619747, 0.00015129206, 0.02604395, 0.05573955, 0.13005295, -0.028988617, -0.0106143905, -0.059428625, -0.00991502, 0.025619721, 0.037615277, -0.018632364, 0.033055045, -0.09249493, -0.03822518, 0.013854394, 0.03528233, -0.01998874, -0.009037404, 0.06434659, 0.0043357685, -0.053340714, 0.09187507, 0.07527897, 0.0041975114, 0.031356655, -0.049817584, -0.015908979, 0.0451269, -0.033870514, -0.008406934, -0.050241325, 0.032554224, 0.09498647, -0.034326054, 0.005952391, -0.039932117, 0.0114393085, 0.043679252, -0.010078724, -0.0039551402, -0.019313475, 0.046542525, 0.043781545, -0.0067892997, -0.027295424, 0.01863387, 0.07573675, 0.027970191, 0.017754106, -0.08991202, 0.0023133475, -0.049642857, 0.09283761, -0.00982555, -0.06502235, -1.1827244e-08, -0.009234215, -0.036348045, 0.027913872, 0.021706792, 0.057265926, -0.01368592, -0.07812204, 0.08279622, 0.03210848, 0.07861281, -0.03091932, 0.01598458, 0.06553929, -0.02822812, 0.11145346, -0.03542847, 0.029107507, -0.024123754, 0.010618653, -0.04377178, 0.021992981, -0.034639925, 0.029303962, 0.00082551304, 0.04130018, -0.020793093, -0.1628967, -0.00040048288, 0.03490968, 0.08610455, -0.011677682, 0.05688698, 0.031722058, 0.009489431, 0.028370135, -0.10076615, 0.06401907, -0.024473391, -0.0023999605, -0.086109765, -0.00848292, -0.0201821, -0.026351143, -0.061913032, -0.15016171, -0.00631043, 0.07663458, -0.043448567, 0.055342074, -0.019853847, 0.032894798, -0.05394016, 0.12312978, -0.07022202, -0.01695158, 0.02117412, 0.015980782, -0.030015942, -0.053979095, -0.008711194, 0.017957583, 0.005057518, -0.01577066, 0.034994397].
2026-03-20 11:25:41,403 | INFO | src.core.config | Время выполнения функции 'run': 24.5249 секунд
2026-03-20 11:29:24,950 | INFO | __main__ | Логгер запущен
2026-03-20 11:29:28,776 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-03-20 11:29:44,065 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
2026-03-20 11:29:44,261 | INFO | src.pipeline_retrieval | Эмбеддинг запроса [-0.033939708, 0.026157917, 0.050840687, 0.05508453, -0.06489899, 0.01642905, 0.034054622, 0.052322708, 0.023931755, 0.044328816, -0.026056169, 0.10420734, 0.019344147, -0.065751284, -0.04487869, 0.033032708, -0.0026861778, -0.041991454, 0.001957006, -0.03229903, -0.027489062, 0.031235438, -0.04490483, -0.016192613, 0.07259944, -0.0687594, -0.026561594, 0.055776767, -0.025250828, -0.04485423, -0.05605638, -0.029748019, -0.037196778, -0.014209007, -0.04616914, -0.042817913, -0.056706667, -0.15075202, 0.0606982, 0.0231022, 0.029362278, -0.029792553, 0.08170394, 0.03273811, -0.03329675, 0.017428353, -0.043311104, 0.12133483, 0.01826615, -0.02755867, -0.02028811, -0.02100335, -0.0033469314, 0.09647901, -0.05829132, 0.030545406, 0.06865611, -0.08168381, -0.060569294, 0.074691035, -0.029829556, 0.024733035, 0.07687356, 0.013286695, -0.02936215, -0.050050966, 0.013319304, 0.029875025, 0.03019263, -0.015226219, 0.023348004, -0.04741694, -0.007105776, 0.038833667, -0.032419126, -0.05366337, 0.050258193, -0.006438687, -0.1299185, -0.048304126, -0.139567, 0.026947228, 0.022622798, 0.012448285, 0.03526325, -0.07879536, -0.008378025, -0.07568504, 0.027412452, 0.057374418, -0.04954703, 0.008244451, -0.0512558, 0.04725209, 0.067971684, 0.015211402, 0.07338253, 0.018876247, -0.01077647, 0.018593673, -0.044453856, 0.029563176, -0.040142085, 0.003426199, -0.023876837, -0.048600223, -0.04066505, -0.027901972, -0.08614007, -0.032755423, -0.029390786, 0.062840484, 0.06339396, -0.017175851, 0.016139623, 0.006934984, 0.005545911, 0.020034758, -0.026396025, -0.1055213, 0.032448575, -0.006729631, -0.054275993, 0.041429855, 0.014921924, 0.13272592, 0.05251601, 5.7432964e-34, 0.038399503, -0.08715996, 0.094426356, -0.024707586, -0.05335864, 0.030065438, -0.022079933, -0.024738697, 0.007063316, 0.045841698, -0.00091867294, -0.01410249, -0.0117406035, -0.017529504, -0.04040854, -0.024255557, -0.053266402, 0.042101678, -0.016559234, 0.0029197503, -0.046187323, -0.093320504, -0.07500077, -0.037085995, 0.017972218, -0.011498758, -0.062411148, -0.017970435, -0.0021178448, -0.0251765, 0.0019150057, -0.07940513, -0.021122608, -0.10806325, -0.021848608, -0.022122711, -0.034353446, -0.0066793114, -0.039267015, 0.035462998, 0.053578593, 0.03541442, 0.008712324, 0.030879904, 0.020566788, 0.04878065, -0.027671205, 0.01623249, -0.057467166, -0.10349359, -0.05751622, -0.09507856, 0.010535969, 0.065965705, 0.04216408, -0.105401374, -0.018078476, -0.008478048, 0.033685435, -0.005619999, 0.007865957, -0.0540615, 0.0044248244, 0.056570023, 0.10001493, -0.09729967, 0.049178816, 0.008519626, 0.046777397, 0.008704285, 0.012020596, 0.044771362, 0.07959957, -0.027921258, 0.11090763, 0.055043794, -0.026660182, -0.078520365, -0.0011750269, 0.0028609915, 0.055849575, -0.021703614, -0.018537546, 0.005002285, -0.009513638, 0.13642773, 0.0110078845, -0.0047711753, 0.019725725, -0.040534828, -0.058698144, 0.026877219, 0.069494076, -0.05920094, -0.016665444, -1.0132182e-33, 0.06947422, 0.023050737, 0.11580712, -0.008382673, 0.15281321, -0.0825381, -0.0109076565, -0.010796811, -0.06882489, 0.054072708, 0.031550113, -0.011868535, -0.001779027, 0.023705006, 0.16519591, 0.056034148, -0.073518164, -0.09231613, -0.039975297, 0.043494336, 0.012587055, 0.023334278, 0.026605994, 0.027543627, -0.024654996, -0.042576086, 0.0064726607, 0.026989738, -0.06850001, 0.0030186623, -0.009531844, 0.032854702, -0.042076033, 0.07397129, -0.10306693, -0.005972395, -0.02997859, 0.03372734, -0.024145218, 0.0922124, -0.06210108, 0.08273308, -0.07496029, 0.03879409, -0.07571474, -0.07093235, 0.022003956, 0.00066976994, -0.0778111, 0.042274527, -0.04382222, 0.040230773, -0.021229262, -0.023831276, 0.09996481, 0.0110498145, 0.023949422, 0.013629872, 0.00216541, 0.025522778, 0.06324804, 0.0972362, 0.051166516, -0.14206381, -0.051782444, -0.002354677, 0.0160078, 0.04664155, 0.0007704437, 0.0020748137, -0.0700887, -0.016137194, 0.09706046, 0.07460017, 0.03507408, -0.0009722507, 0.048128963, 0.06834689, 0.02834083, 0.0045537064, -0.009351537, 0.041880928, 0.045391917, -0.021655362, -0.025286196, -0.001715154, 0.04699949, 0.00074562983, 0.010023194, 0.0005248892, -0.002629523, -0.052849334, 0.070614845, -0.03285444, -0.020039586, -1.6025451e-08, 0.006011743, -0.075027384, 0.08127831, -0.033841636, 0.085355446, -0.04072063, 0.029644514, 0.09527331, 0.001119817, -0.0038805495, 0.053696737, 0.04766926, 0.03154431, 0.020674478, 0.024860723, -0.006732498, 0.03424437, -0.07282723, -0.06336953, -0.04871783, -0.007583474, 0.07319794, 0.06348876, -0.03489668, 0.04526865, 0.028693007, -0.034201168, 0.014453411, 0.024219915, 0.05195824, -0.01379033, 0.085589774, 0.0017844863, -0.06607117, 0.028378097, 0.070297755, 0.017804286, -0.013999436, 0.027292546, -0.06813859, -0.053047124, 0.036685444, 0.10064912, 0.027226442, 0.028342912, -0.077306144, -0.03801984, -0.020792982, 0.046964455, -0.008829161, -0.03856775, -0.086706914, 0.08382366, 0.0133031765, -0.016254174, 0.006300771, -0.036788996, 0.042319153, -0.074682735, -0.0058111115, 0.05212174, -0.020489063, -0.010023821, -0.006629756].
